,benchmark_id,model,example_id,pass1,N,date,hyperparams
2522059,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/228,0.0,10.0,,T0.2
2522060,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/229,0.0,10.0,,T0.2
2522061,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/230,0.0,10.0,,T0.2
2522062,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/231,0.3,10.0,,T0.2
2522063,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/232,0.0,10.0,,T0.2
2522064,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/233,0.4,10.0,,T0.2
2522065,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/234,0.0,10.0,,T0.2
2522066,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/235,0.6,10.0,,T0.2
2522067,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/236,0.0,10.0,,T0.2
2522068,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/237,0.0,10.0,,T0.2
2522069,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/238,0.2,10.0,,T0.2
2522070,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/239,0.0,10.0,,T0.2
2522071,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/240,0.0,10.0,,T0.2
2522072,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/241,0.7,10.0,,T0.2
2522073,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/242,0.7,10.0,,T0.2
2522074,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/243,0.6,10.0,,T0.2
2522075,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/244,0.0,10.0,,T0.2
2522076,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/245,0.0,10.0,,T0.2
2522077,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/246,0.3,10.0,,T0.2
2522078,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/247,0.7,10.0,,T0.2
2522079,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/248,1.0,10.0,,T0.2
2522080,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/249,0.6,10.0,,T0.2
2522081,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/250,0.0,10.0,,T0.2
2522082,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/251,0.0,10.0,,T0.2
2522083,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/252,0.1,10.0,,T0.2
2522084,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/253,1.0,10.0,,T0.2
2522085,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/254,0.0,10.0,,T0.2
2522086,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/255,0.2,10.0,,T0.2
2522087,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/256,0.0,10.0,,T0.2
2522088,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/257,0.1,10.0,,T0.2
2522089,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/258,0.2,10.0,,T0.2
2522090,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/259,0.0,10.0,,T0.2
2522091,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/260,0.3,10.0,,T0.2
2522092,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/261,0.0,10.0,,T0.2
2522093,CRUXEval-output-T0.2,codellama-13b+cot,CRUXEval-output/262,0.7,10.0,,T0.2
