,model,pass1,std(E(A)),E(std(A)),std(A),N,win_rate,elo
6,Qwen--Qwen1.5-72B-Chat,0.6829268292682927,0.036336652121535876,0.0,0.036336652121535876,,0.26496674057649666,1069.5831030378765
15,bigcode--starcoder2-15b-instruct-v0.1,0.676829268292683,0.03652024245530629,0.0,0.03652024245530629,,0.26108647450110867,1067.2903635068978
68,speechless-starcoder2-15b,0.6707317073170732,0.0366967370880039,0.0,0.036696737088003896,,0.2635413367120684,1065.00261774599
29,deepseek-coder-1.3b-instruct,0.6585365853658537,0.037028841025424926,0.0,0.03702884102542492,,0.2469908140639848,1060.4413332527695
49,microsoft--Phi-3-mini-4k-instruct,0.6463414634146342,0.03733371066130247,0.0,0.03733371066130246,,0.2484954070319924,1055.8977272721845
27,codegemma-7b-it,0.6036585365853658,0.038195174943722765,0.0,0.03819517494372277,,0.20850490972442193,1040.113252849924
74,wizardcoder-15b,0.5670731707317073,0.03869054760784723,0.0,0.03869054760784723,,0.192112765283497,1026.6961194331334
19,code-13b,0.5609756097560976,0.0387520239451668,0.0,0.038752023945166796,,0.1964681659803611,1024.4672965159155
69,speechless-starcoder2-7b,0.5609756097560976,0.0387520239451668,0.0,0.038752023945166796,,0.19361735825150458,1024.4672965159155
66,speechless-coding-7b-16k-tora,0.5487804878048781,0.038857185668892937,0.0,0.03885718566889293,,0.18371872030408615,1020.0145146470711
20,code-33b,0.5487804878048781,0.038857185668892937,0.0,0.03885718566889293,,0.1961514095660437,1020.0145146470711
9,Qwen1.5-110B,0.5426829268292683,0.038900919150004244,0.0,0.038900919150004244,,0.1801552106430155,1017.7902389498331
57,open-hermes-2.5-code-290k-13b,0.5426829268292683,0.038900919150004244,0.0,0.038900919150004244,,0.18039277795375355,1017.7902389498331
30,deepseek-coder-33b,0.5121951219512195,0.03903182558554253,0.0,0.03903182558554253,,0.171602787456446,1006.6837499944744
75,wizardcoder-7b,0.5060975609756098,0.03904053707445484,0.0,0.03904053707445483,,0.1634463097877732,1004.4643437498637
61,phi-2,0.49390243902439024,0.03904053707445483,0.0,0.03904053707445484,,0.1584573962622743,1000.026188524948
23,code-llama-multi-34b,0.4817073170731707,0.039017302115054414,0.0,0.039017302115054414,,0.14618308520747544,995.5878843510498
50,mistral-7b-codealpaca,0.4817073170731707,0.039017302115054414,0.0,0.039017302115054414,,0.16233766233766234,995.5878843510498
67,speechless-mistral-7b,0.4817073170731707,0.039017302115054414,0.0,0.039017302115054414,,0.14325308837503958,995.5878843510498
28,dbrx-base,0.4695121951219512,0.03897079063720063,0.0,0.03897079063720064,,0.1457871396895787,991.1482004353037
72,starcoder2-15b-oci,0.4695121951219512,0.03897079063720063,0.0,0.03897079063720064,,0.13889768767817548,991.1482004353037
54,mixtral-8x7b-instruct,0.45121951219512196,0.038857185668892937,0.0,0.03885718566889293,,0.15085524231865696,984.4833865363108
26,codegemma-7b,0.4451219512195122,0.03880756147733785,0.0,0.03880756147733785,,0.16914792524548622,982.2597511224537
13,Qwen1.5-72B,0.4451219512195122,0.03880756147733785,0.0,0.03880756147733785,,0.12796959138422553,982.2597511224537
63,solar-10.7b-instruct,0.4329268292682927,0.03869054760784723,0.0,0.03869054760784723,,0.1354133671206842,977.8084959999558
37,gemma-1.1-7b-it,0.4268292682926829,0.038623104107027594,0.0,0.038623104107027594,,0.1210801393728223,975.5805609017317
34,deepseek-llm-67b-base,0.4268292682926829,0.038623104107027594,0.0,0.038623104107027594,,0.1197339246119734,975.5805609017317
52,mistralai--Mistral-7B-Instruct-v0.2,0.42073170731707316,0.0385496621236604,0.0,0.0385496621236604,,0.12804878048780488,973.3508756583343
1,Meta-Llama-3-70B,0.4146341463414634,0.038470187303330745,0.0,0.03847018730333074,,0.12654418751979726,971.1192801431704
10,Qwen1.5-14B,0.4024390243902439,0.03829298605123338,0.0,0.03829298605123339,,0.1084098828001267,966.6497119916105
4,Mixtral-8x22B-v0.1,0.4024390243902439,0.03829298605123339,0.0,0.03829298605123339,,0.110072853975293,966.6497119916105
11,Qwen1.5-32B,0.4024390243902439,0.03829298605123339,0.0,0.03829298605123339,,0.10722204624643648,966.6497119916105
76,xdan-l1-chat,0.4024390243902439,0.03829298605123339,0.0,0.03829298605123339,,0.11292366170414951,966.6497119916105
22,code-llama-multi-13b,0.3780487804878049,0.03786431971764193,0.0,0.03786431971764193,,0.1004117833386126,957.6804687117838
56,octocoder,0.3719512195121951,0.037741378422322995,0.0,0.03774137842232299,,0.09082990180551156,955.4309101465861
14,Qwen1.5-7B,0.36585365853658536,0.03761200825631429,0.0,0.03761200825631429,,0.08520747545137788,953.1781113958752
2,Meta-Llama-3-8B,0.35365853658536583,0.03733371066130247,0.0,0.03733371066130247,,0.08512828634779854,948.6620964046496
39,gemma-7b,0.3475609756097561,0.03718463686194309,0.0,0.037184636861943086,,0.08845422869813113,946.3985266752964
5,Mixtral-8x7B-v0.1,0.3353658536585366,0.03686623793034343,0.0,0.03686623793034343,,0.06849857459613558,941.8593630118437
62,python-code-13b,0.32926829268292684,0.036696737088003896,0.0,0.036696737088003896,,0.08441558441558442,939.5834024002794
43,llama2_70B,0.3231707317073171,0.03652024245530629,0.0,0.03652024245530629,,0.0880582831802344,937.3029408417622
3,Mistral-7B-v0.1,0.27439024390243905,0.03484287360681495,0.0,0.034842873606814956,,0.04426670890085524,918.8739156786725
12,Qwen1.5-4B,0.25609756097560976,0.034083076431154394,0.0,0.034083076431154394,,0.03666455495723788,911.8646581950985
55,mpt-30b,0.25609756097560976,0.034083076431154394,0.0,0.034083076431154394,,0.05194805194805195,911.8646581950985
47,llama_65B,0.25609756097560976,0.034083076431154394,0.0,0.034083076431154394,,0.041574279379157426,911.8646581950985
35,deepseek-llm-7b-base,0.24390243902439024,0.033533205172793026,0.0,0.03353320517279303,,0.034447260057016156,907.1573655235281
38,gemma-2b,0.23170731707317074,0.03294665276754077,0.0,0.03294665276754077,,0.03294266708900855,902.4203911674023
36,deepseek-moe-16b-base,0.23170731707317074,0.03294665276754077,0.0,0.03294665276754077,,0.03872347165030092,902.4203911674023
8,Qwen1.5-1.8B,0.21341463414634146,0.03199359959605914,0.0,0.03199359959605914,,0.03603104212860311,895.2551464375433
46,llama_33B,0.2073170731707317,0.03165522192719679,0.0,0.03165522192719679,,0.03413050364269876,892.849815197985
42,llama2_13B,0.18902439024390244,0.030573199858941434,0.0,0.030573199858941434,,0.032863477985429206,885.5795400937095
45,llama_13B,0.16463414634146342,0.028958522082778784,0.0,0.028958522082778788,,0.01512511878365537,875.7493486026573
70,stablelm-3b-4e1t,0.15853658536585366,0.028520717380826986,0.0,0.028520717380826986,,0.018292682926829267,873.2656087143152
71,stablelm-base-alpha-7b-v2,0.1524390243902439,0.028068010633710987,0.0,0.028068010633710987,,0.017104846373139058,870.7708273857635
41,llama2_07B,0.1402439024390244,0.02711488096829832,0.0,0.027114880968298324,,0.01227431105479886,865.7469766670454
44,llama_07B,0.12804878048780488,0.026092271809702725,0.0,0.026092271809702725,,0.01227431105479886,860.6754253897706
7,Qwen1.5-0.5B,0.11585365853658537,0.024991655722128053,0.0,0.024991655722128053,,0.007602153943617358,855.553732431216
